Available for sale from Priscilla Fowler Fine Art,PWOZ,Z,2019,Acrylic and spray paint on canvas,44 × 30 in,2019,1400
Available for sale from Priscilla Fowler Fine Art,Scott Bauer,Boldly Go,2019,Acrylic on Canvas,30 × 40 in,2019,2400
Available for sale from Priscilla Fowler Fine Art,Brian Hoover,The Bride,2018,Oil on canvas,24 × 24 in,2018,1200
From Priscilla Fowler Fine Art,Ruben Permel,Heart felt,2020,Acrylic and mixed media on gallery canvas,60 × 48 in,2020,1500
Available for sale from Priscilla Fowler Fine Art,Scott Bauer,Give Me a Break,2019,Acrylic on Canvas,24 × 30 in,2019,1400
Available for sale from Priscilla Fowler Fine Art,KD Matheson,DAMIANA,2020,Acrylic on Paper,60 × 40 in,2020,3400
Available for sale from Priscilla Fowler Fine Art,Daniel Mauk,Elephant Eraser with Orange Background,2099,Oil on paper,16 × 13 in,2099,400
Available for sale from Priscilla Fowler Fine Art,Don Lyle,Dance,2020,Acrylic on panel,19 × 21 in,2020,400
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Monotype #1,2018,Monotype on paper framed original,22 × 18 in,2018,650
Available for sale from Priscilla Fowler Fine Art,David Neufeld,Muse,2015,"Photo composite, exhibit mounted metal print",24 × 18 in,2015,1750
Available for sale from Priscilla Fowler Fine Art,Donald Corpier Starr,The Crossing,2019,Colored pencil,24 × 36 in,2019,2100
Available for sale from Priscilla Fowler Fine Art,KD Matheson,MOBIUS,2021,Acrylic on Paper,60 × 40 in,2021,3200
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Deconstructed City,2020,Oil on canvas,36 × 60 in,2020,4500
Available for sale from Priscilla Fowler Fine Art,David Baird,Reaping the Whirlwind 9,2020,Acrylic/mixed media,7 × 5 in,2020,215
Available for sale from Priscilla Fowler Fine Art,Virginia Derryberry,Cuba Libre,2019,Oil on canvas,40 × 112 in,2019,8000
Available for sale from Priscilla Fowler Fine Art,Sean Marshall,Pandemic Self Portrait 2021-2022,2022,Acrylic on Canvas,14 × 11 in,2022,450
Available for sale from Priscilla Fowler Fine Art,Chelsea Rust,AME,2018,Oil on Canvas,24 × 24 in,2018,700
Available for sale from Priscilla Fowler Fine Art,Diane Bush,Square Behind the Wheel,1990,Ektachrome and paper,24 × 17 in,1990,800
Available for sale from Priscilla Fowler Fine Art,Darien Fernandez,Waiting 4 the Express,2020,Spray paint stencil and oil on canvas,56 × 38 in,2020,7500
Available for sale from Priscilla Fowler Fine Art,David Baird,What He has Bent #8,2020,Mixed media monotype,22 × 15 in,2020,1200
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,Noise in the Solitude,2020,Mixed Media,12 × 12 in,2020,325
Available for sale from Priscilla Fowler Fine Art,David Baird,Lament #4,2021,Mixed media on paper,17 × 13 in,2021,220
Available for sale from Priscilla Fowler Fine Art,Dr. R,King of Knowledge / Kings Effigy,2019,Acrylic on Canvas,40 × 30 in,2019,2900
Available for sale from Priscilla Fowler Fine Art,Joseph Watson,Bound to Survive,2018,Acrylic on Wood Panel,24 × 18 in,2018,2500
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,Breathe,2020,Mixed Media,12 × 12 in,2020,325
Available for sale from Priscilla Fowler Fine Art,Scott Bauer,You're Better Than This,2019,Acrylic on Canvas,48 × 48 in,2019,4600
Available for sale from Priscilla Fowler Fine Art,Armand Thomas,Itzukushima Gate,2010,Vintage frame,11 × 14 in,2010,120
Available for sale from Priscilla Fowler Fine Art,Don Lyle,Self in conversation,2020,Acrylic on Canvas,54 × 60 in,2020,1000From Priscilla Fowler Fine Art,Trevor Ganske,1701 S 8th Place,2020,"Acrylic, mirror, and wood stain on oak panel",", ", ,2020,350
From Priscilla Fowler Fine Art,Trevor Ganske,1701 S 8th Place,2020,"Acrylic, mirror, and wood stain on oak panel",", ", ,2020,350
Available for sale from Priscilla Fowler Fine Art,Priscilla Fowler,Red Duo IV,,Ink on mylar,", ",,,2200
From Priscilla Fowler Fine Art,David Baird,Republic #1 (ca. 2019),,Mixed Media,", ",,ca. 2019,215
From Priscilla Fowler Fine Art,Natalie Delgado,O'Halloran's Scatter (ca. 2021),,Charcoal,", ",,ca. 2021,0.1
From Priscilla Fowler Fine Art,Priscilla Fowler,Tropical Sunrise,2019,"Acrylic and Ink on Canvas, 48 × ",,,2019,1500
From Priscilla Fowler Fine Art,Natalie Delgado,"Garb's ""Feet Studies"" (ca. 2021)",,Graphite,", ",,ca. 2021,0.1
From Priscilla Fowler Fine Art,Priscilla Fowler,Conundrum (ca. 2020),,Calligraphy inks and acrylic washes on paper mounted on board,", ",,ca. 2020,750
From Priscilla Fowler Fine Art,Natalie Delgado,"Skarlatos' ""In Clutch"" (ca. 2021)",,Graphite,", ",,ca. 2021,0.1
From Priscilla Fowler Fine Art,Natalie Delgado,"Skarlatos' ""A comfortable Silence"" (ca. 2021)",,Charcoal,", ",,ca. 2021,0.1
From Priscilla Fowler Fine Art,Don Lyle,Elephant,2019,"Wood, 10 × ",,,2019,490
Available for sale from Priscilla Fowler Fine Art,David Baird,Lament #2,2021,"Mixed media on cardboard, 32 × ",,,2021,475
Available for sale from Priscilla Fowler Fine Art,David Baird,Transformation #2 (ca. 2019),,Giclee Print,", ",,ca. 2019,1100
From Priscilla Fowler Fine Art,Natalie Delgado,"Garb's ""Sea Striker"" (ca. 2021)",,Charcoal,", ",,ca. 2021,0.1
From Priscilla Fowler Fine Art,Trevor Ganske,Alohaus,,"Swiss-Miss (2020), Acrylic on Panel, 9 1/2 × ",, ,2020,350
Available for sale from Priscilla Fowler Fine Art,David Baird,Lament #3,2021,"Mixed media on cardboard, 32 × ",,,2021,475
From Priscilla Fowler Fine Art,Hayden Senter,Clarity Through Absence,,Gouache/Graphite,", ",,,350
Available for sale from Priscilla Fowler Fine Art,3 Baad Sheep,Revenge Love (ca. 2022),,Mixed media,", ",,ca. 2022,400
From Priscilla Fowler Fine Art,Natalie Delgado,"Garb's ""Hand Studies"" (ca. 2021)",,Graphite,", ",,ca. 2021,0.1
From Priscilla Fowler Fine Art,Trevor Ganske,Wexler on Green Fairway,2020,"Acrylic on Panel, 9 1/2 × ",, ,2020,350
From Priscilla Fowler Fine Art,Frederic Bonin Pissarro,Wagley's Where Does Being Minimum Take Us and Come From? (ca. 2021),,Acrylic on canvas,", ",,ca. 2021,150
Available for sale from Priscilla Fowler Fine Art,David Baird,Lament #1,2021,"Mixed media on cardboard, 32 × ",,,2021,475
Available for sale from Priscilla Fowler Fine Art,Benjamin Schmitt,Ebb and Flow (1 of 3),2017,"Acrylic and enamel on birch panel, 36 × ",,,2017,10800
From Priscilla Fowler Fine Art,Natalie Delgado,"Garb's ""Warped Time"" (ca. 2021)",,Graphite,", ",,ca. 2021,0.1
From Priscilla Fowler Fine Art,Wade Schuster,Altar,,"Garden (ca. 2018), Oil on canvas",", ",,ca. 2018,900
From Priscilla Fowler Fine Art,Alexander Lui,Rebirth,,Ink on Paper,", ",,,500
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stone #8,2020,"Wood, 12 × ",,,2020,950
Available for sale from Priscilla Fowler Fine Art,David Baird,Heart of Hearts (ca. 2019),,Giclee,", ",,ca. 2019,1100
Available for sale from Priscilla Fowler Fine Art,3 Baad Sheep,It's Wonderful To Be Home,2017,Mixed media,", ", ,2017,250
Available for sale from Priscilla Fowler Fine Art,David Baird,Angel #1 (ca. 2019),,"Wood, 52 × ",,,ca. 2019,4000
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,A Glimpse Into The Great Beyond,2019,"Enamel and steel on wood panel, 54 × ",,,2019,3200
Available for sale from Priscilla Fowler Fine Art,David Baird,Same Ten Strings 1 (ca. 2019),,Monoprint,", ",,ca. 2019,595
Available for sale from Priscilla Fowler Fine Art,Benjamin Schmitt,Fever,2016,"Acrylic and enamel on birch panel, 12 × ",,,2016,895
Available for sale from Priscilla Fowler Fine Art,David Baird,Same Ten Strings 3 (ca. 2019),,Monoprint,", ",,ca. 2019,595
Available for sale from Priscilla Fowler Fine Art,David Baird,Color Study #5 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Color Study #8 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Triangle Study #1 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Don Lyle,The Dance,2019,"Wood, Brass, Formica, 24 × ",,,2019,800
Available for sale from Priscilla Fowler Fine Art,José M. Fontaiña,Turn 'Till Loose Screw is Tightened,2015,"Acrylic on Canvas, 38 × ",,,2015,4500
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,John Dory,2003,Black acrylic paint on carved wooden panel,", ", ,2003,3200
Available for sale from Priscilla Fowler Fine Art,Priscilla Fowler,Asteroid Belt,2022,"Ink, acrylic, sparkles, 48 × ",,,2022,1900
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Amargosa Niterwort (ca. 2014),,Acrylic paint on canvas,", ",,ca. 2014,650
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Prickly Poppy (ca. 2018),,Acrylic paint on canvas,", ",,ca. 2018,650
Available for sale from Priscilla Fowler Fine Art,Hayden Senter,Covet II (ca. 2017),,Graphite/Screenprint,", ",,ca. 2017,350
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Brittlebush (@ Mt. Charleston),2014,"Acrylic paint on wooden form, 28 1/2 × ",,,2014,850
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #1 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Tearing the Veil #10 (ca. 2019),,Monoprint,", ",,ca. 2019,1200
Available for sale from Priscilla Fowler Fine Art,Chelsea Rust,Take-Off (ca. 2018),,"Mixed media, glitter, oil on canvas",", ",,ca. 2018,750
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,Floating (ca. 2021),,"Mixed Media, 12 × ",,,ca. 2021,325
Available for sale from Priscilla Fowler Fine Art,Hayden Senter,Rift (ca. 2017),,Screenprint,", ",,ca. 2017,250
Available for sale from Priscilla Fowler Fine Art,Hayden Senter,Find Lies to Live (ca. 2017),,Screenprint,", ", ,ca. 2017,250
Available for sale from Priscilla Fowler Fine Art,David Baird,Pizza Box #3,2021,"Cardboard and wood, 16 × ",,,2021,750
Available for sale from Priscilla Fowler Fine Art,Priscilla Fowler,Lunch Hour (ca. 1999),,Oil on Canvas,", ",,ca. 1999,800
Available for sale from Priscilla Fowler Fine Art,Joseph Watson,Morning Rush,2005,Pencil on paper,", ", ,2005,2000
Available for sale from Priscilla Fowler Fine Art,David Baird,Pizza Box #1,2021,"Cardboard and wood, 36 × ",,,2021,850
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Ocotillo (ca. 2018),,Acrylic paint on canvas,", ",,ca. 2018,650
Available for sale from Priscilla Fowler Fine Art,Rosanne Giacomini,Gypsy Flowers,2015,Natural materials,", ", ,2015,450
Available for sale from Priscilla Fowler Fine Art,PWOZ,Bulle de Nuit,2018,"Spray paint and acrylic on cotton canvas, 67 × ",,,2018,3500
Available for sale from Priscilla Fowler Fine Art,Brian Hoover,Rat Pack (ca. 2021),,Oil on board,", ",,ca. 2021,2500
Available for sale from Priscilla Fowler Fine Art,Darien Fernandez,The 7th Titan (ca. 2021),,Spray paint and oil on canvas,", ",,ca. 2021,7500
Available for sale from Priscilla Fowler Fine Art,Ed Meese,The Watcher,2018,"Lost wax cast bronze, 16 × ",,,2018,3000
Available for sale from Priscilla Fowler Fine Art,David Baird,Dividing Line #1 (ca. 2019),,Mixed Media,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Chris Standora,Red Dress,2019,"Oil on canvas, 30 × ",,,2019,1500
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,To Infinity and Beyond,2019,"Enamel and steel on wood panel, 13 3/4 × ",, ,2019,325
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Industry (ca. 2020),,Oil painting on wood,", ",,ca. 2020,850
Available for sale from Priscilla Fowler Fine Art,Clarice Tara,Dis - Dressed (ca. 2020),,"Human Hair, 6 Vintage Wedding Dresses",", ",,ca. 2020,30000
Available for sale from Priscilla Fowler Fine Art,Priscilla Fowler,Deep Ocean Surf,2019,"Acrylic, Ink, and Resist on Canvas, 48 × ",,,2019,1500
Available for sale from Priscilla Fowler Fine Art,Robert Mirek,Strands No. 474,2011,"Mixed media, 4 1/4 × ",, ,2011,1400
Available for sale from Priscilla Fowler Fine Art,Ian Racoma,What Happened?,2016,Oil on wood,", ", ,2016,300
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #7,2020,"Wood, 16 × ",,,2020,575
Available for sale from Priscilla Fowler Fine Art,Natalie Delgado,Introductions (ca. 2021),,Oil on panel,", ",,ca. 2021,400
From Priscilla Fowler Fine Art,Don Lyle,Bull #2,2019,"Wood, Stone, Copper, 11 × ",,,2019,850
Available for sale from Priscilla Fowler Fine Art,David Baird,Color Study #3 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #6 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Frames (set of 24),2020,"Thermoplastic polymer, 3 × ",,,2020,195
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #8,2020,"Wood, 24 × ",,,2020,850
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stone #10,2020,"Wood, 12 × ",,,2020,775
Available for sale from Priscilla Fowler Fine Art,David Baird,Same Ten Strings 4 (ca. 2019),,Monoprint,", ",,ca. 2019,595
Available for sale from Priscilla Fowler Fine Art,David Baird,No Room at the Inn,2020,"Wood, 28 × ",,,2020,5600
Available for sale from Priscilla Fowler Fine Art,David Baird,Color Study #4 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,You Took Aim At My Heart (ca. 2020),,"Mixed Media, 12 × ",,,ca. 2020,325
Available for sale from Priscilla Fowler Fine Art,Mary Ann Racheau,A Starry Night (ca. 2021),,Teddy bear with canvas tummy,", ",,ca. 2021,245
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stone #7,2020,"Wood, 12 × ",,,2020,575
Available for sale from Priscilla Fowler Fine Art,Joseph Watson,Music Mobile,2013,Giclee on Canvas,", ", ,2013,275
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #9,2020,"Wood, 10 × ",,,2020,675
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,The Right Way (ca. 2020),,"Wooden Cradle, 12 × ",,,ca. 2020,325
Available for sale from Priscilla Fowler Fine Art,David Baird,Reaping the Whirlwind (ca. 2019),,"Wood, 42 × ",,,ca. 2019,4000
Available for sale from Priscilla Fowler Fine Art,Diane Bush,Covid Conflict: A Bitter Pill,2020,"Medicine ball, soldiers, 43 × ",,,2020,1500
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,Playing In The Desert (ca. 2021),,"Wooden Cradle, 12 × ",,,ca. 2021,325
Available for sale from Priscilla Fowler Fine Art,David Baird,Same Ten Strings 5 (ca. 2019),,Monoprint,", ",,ca. 2019,595
Available for sale from Priscilla Fowler Fine Art,David Baird,Same Ten Strings 2 (ca. 2019),,Monoprint,", ",,ca. 2019,595
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Laughing grackle (ca. 2022),,Acrylics,", ",,ca. 2022,350
Available for sale from Priscilla Fowler Fine Art,David Baird,Same Ten Strings 6 (ca. 2019),,Monotype,", ",,ca. 2019,595
Available for sale from Priscilla Fowler Fine Art,José M. Fontaiña,Art is a Two-Way Street,2015,"Acrylic on Canvas, 38 × ",,,2015,4500
Available for sale from Priscilla Fowler Fine Art,Scott Bauer,Primarily Prime (ca. 2020),,Mixed Media on Canvas,", ",,ca. 2020,2400
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Before the Night (ca. 2020),,"Pigments bounding resins, mixed media on canvas",", ",,ca. 2020,1450
Available for sale from Priscilla Fowler Fine Art,Don Lyle,Young Woman in the Forest,2019,"Acrylic on Canvas, 30 ",,/,2019,700
Available for sale from Priscilla Fowler Fine Art,Robert Mirek,Strands No. 502,2011,"Mixed media, 3 1/2 × ",, ,2011,1400
Available for sale from Priscilla Fowler Fine Art,Katie Klemp,5 Birds (ca. 2022),,"Oil paint on Stretched Canvas, wood stretcher bars",", ",,ca. 2022,4750
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Israeli Hooded Crow,2018,"Lost wax cast bronze, 18 × ",,,2018,3500
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Our Lady Of The Pavement,2019,"Enamel, steel and stone on wood panel, 42 × ",,,2019,2800
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #8 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Scott Bauer,Purple Haze Too (ca. 2020),,Mixed Media on Canvas,", ",,ca. 2020,3400
Available for sale from Priscilla Fowler Fine Art,Cameron Cools,The Merge,2020,"Birch wood and construction screws, 48 × ",,,2020,1500
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Spaghetti Bowl,2018,"Enamel and steel on wood panel, 55 × ",,,2018,4500
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #9 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Tearing the Veil #5 (ca. 2019),,Mixed Media,", ",,ca. 2019,1200
Available for sale from Priscilla Fowler Fine Art,David Baird,Color Study #7 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Pizza Box #2,2021,"Cardboard and wood, 22 × ",,,2021,750
Available for sale from Priscilla Fowler Fine Art,Stephanie Serpick,Drawing 5,2010,Pencil on paper,", ", ,2010,650
Available for sale from Priscilla Fowler Fine Art,David Baird,Pizza Box #7,2021,"Cardboard and wood, 22 × ",,,2021,750
Available for sale from Priscilla Fowler Fine Art,David Baird,Tearing the Veil #4 (ca. 2019),,Mixed Media,", ",,ca. 2019,1200
Available for sale from Priscilla Fowler Fine Art,Trevor Ganske,Ping Pong,2020,Acrylic on wood panel,", ", ,2020,300
Available for sale from Priscilla Fowler Fine Art,Benjamin Schmitt,Colonies,2016,"Acrylic and enamel on birch panel, 12 × ",,,2016,895
Available for sale from Priscilla Fowler Fine Art,David Baird,for the birds #2 (ca. 2021),,Ink/pencil on paper,", ",,ca. 2021,220
Available for sale from Priscilla Fowler Fine Art,Armand Thomas,Cadillac Ranch (ca. 2021),,"Digital file, Olympus OM D 5/ acrylic paint",", ",,ca. 2021,250
From Priscilla Fowler Fine Art,Don Lyle,Cat,2018,"Wood, Brass, Formica, 12 × ",,,2018,450
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Two Feathers (ca. 2020),,"Pigments bounding resins, mixed media on canvas",", ",,ca. 2020,1450
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Death Valley Monkey Flower (ca. 2018),,Acrylic paint on two wooden panels,", ",,ca. 2018,2400
Available for sale from Priscilla Fowler Fine Art,Brian Hoover,Dance of the Black Sphere (ca. 2021),,Oil on board,", ",,ca. 2021,4000
Available for sale from Priscilla Fowler Fine Art,David Baird,Angel #3 (ca. 2019),,"Wood, 42 × ",,,ca. 2019,3300
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Seed thief (ca. 2022),,Acrylics,", ",,ca. 2022,350
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Lunar,2009,Painting on Paper,", ", ,2009,900
Available for sale from Priscilla Fowler Fine Art,David Baird,Holes (set of 24),2020,"Thermoplastic polymer, 3 × ",,,2020,195
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,The Right Door (ca. 2021),,"Wooden Cradle, 12 × ",,,ca. 2021,325
Available for sale from Priscilla Fowler Fine Art,David Baird,Burning Coals #3 (ca. 2019),,Acrylic on paper,", ",,ca. 2019,875
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #2 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Tearing the Veil #2 (ca. 2019),,Mixed Media,", ",,ca. 2019,1200
Available for sale from Priscilla Fowler Fine Art,Robert Mirek,Threads No. 586,2014,"Thread and plywood, 7 1/8 × 10 ",,/,2014,900
Available for sale from Priscilla Fowler Fine Art,Don Lyle,Vessel #12,2019,"Wood, Stone, 20 × ",,,2019,2800
Available for sale from Priscilla Fowler Fine Art,PWOZ,D Bird,2020,"Spray paint and acrylic on cotton canvas, 30 × ",,,2020,1400
Available for sale from Priscilla Fowler Fine Art,David Baird,tearing the veil #7 (ca. 2021),,Mixed Media,", ",,ca. 2021,1450
Available for sale from Priscilla Fowler Fine Art,John Glass,White and Teal Murrine vase (ca. 2019),,"Glass, 25 × ",,,ca. 2019,1000
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Study in blue (ca. 2009),,Oil on Canvas,", ",,ca. 2009,4500
Available for sale from Priscilla Fowler Fine Art,David Baird,Conceit (ca. 2019),,"Wood, 42 × ",,,ca. 2019,3000
Available for sale from Priscilla Fowler Fine Art,David Baird,for the birds #4 (ca. 2021),,Ink/pencil on paper,", ",,ca. 2021,220
Available for sale from Priscilla Fowler Fine Art,Larry Lewis,Technological Advancement (ca. 2020),,Mixed Media on Canvas,", ",,ca. 2020,1800
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #11,2020,"Wood, 12 × ",,,2020,675
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stone #5,2020,"Wood, 12 × ",,,2020,575
Available for sale from Priscilla Fowler Fine Art,Diane Bush,Make a Merkin Great Again,2019,"Pussycat Fur, Ribbons, Flag Frame, 16 × ",,,2019,900
Available for sale from Priscilla Fowler Fine Art,David Baird,Angel #2 (ca. 2019),,"Wood, 42 × ",,,ca. 2019,3300
Available for sale from Priscilla Fowler Fine Art,David Baird,Pizza Box #6,2021,"Cardboard and wood, 38 × ",,,2021,850
Available for sale from Priscilla Fowler Fine Art,Jung Min,The Bun I (ca. 2021),,Charcoal on paper,", ",,ca. 2021,200
Available for sale from Priscilla Fowler Fine Art,Jung Min,The Bun II (ca. 2021),,Charcoal on paper,", ",,ca. 2021,200
Available for sale from Priscilla Fowler Fine Art,David Baird,Triangle Study #5 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Sojourner (ca. 2019),,"Enamel, steel and stainless steel cable on wood panel, 19 × ",,,ca. 2019,550
Available for sale from Priscilla Fowler Fine Art,David Baird,Triangle Study #3 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Ash Meadows Sunray (ca. 2014),,Acrylic paint on canvas,", ",,ca. 2014,650
Available for sale from Priscilla Fowler Fine Art,David Baird,Tearing the Veil #3 (ca. 2019),,Mixed Media,", ",,ca. 2019,1200
Available for sale from Priscilla Fowler Fine Art,Larry Lewis,A Shadow Casr (ca. 2021),,Mixed Media on Canvas,", ",,ca. 2021,3500
Available for sale from Priscilla Fowler Fine Art,David Baird,for the birds #1 (ca. 2021),,Ink/pencil on paper,", ",,ca. 2021,220
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #12,2020,"Wood, 16 × ",,,2020,775
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Morning conversation (ca. 2022),,Acrylics,", ",,ca. 2022,400
Available for sale from Priscilla Fowler Fine Art,Lisa Polonet,Underwater Goddess (ca. 2021),,Metal print,", ",,ca. 2021,225
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Beavertail Cactus,2014,"Acrylic on wooden form, 30 × ",,,2014,1150
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Beavertail  (ca. 2018),,Acrylic paint on canvas,", ",,ca. 2018,650
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Sacred Thorn Apple (ca. 2018),,Acrylic paint on canvas,", ",,ca. 2018,650
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Hipster Chick,2017,"Enamel and steel on wood panel, 49 1/2 × ",,,2017,4500
Available for sale from Priscilla Fowler Fine Art,Stephanie Serpick,Drawing 6,2010,"Pencil on paper, 25 ",,/,2010,650
Available for sale from Priscilla Fowler Fine Art,Jung Min,The Bun III (ca. 2021),,Charcoal on paper,", ",,ca. 2021,200
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Saguaro (ca. 2018),,Acrylic paint on canvas,", ",,ca. 2018,650
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #4 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Fallen Angel (ca. 2019),,"Wood, 48 × ",,,ca. 2019,3400
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #5 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Plumb Line (ca. 2019),,"Wood, 42 × ",,,ca. 2019,3000
Available for sale from Priscilla Fowler Fine Art,Ed Meese,The solo bird (ca. 2022),,Acrylics,", ",,ca. 2022,400
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #5,2020,"Wood, 12 × ",,,2020,675
Available for sale from Priscilla Fowler Fine Art,Larry Lewis,Kept to Ground (ca. 2021),,Mixed Media on Canvas,", ",,ca. 2021,2000
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Opposing view (ca. 2022),,Acrylics,", ",,ca. 2022,375
Available for sale from Priscilla Fowler Fine Art,Michael Scott Richardson,Brand New Bag (ca. 2019),,Mixed media on canvas,", ",,ca. 2019,700
Available for sale from Priscilla Fowler Fine Art,Rosanne Giacomini,No No Ojo (ca. 2015),,"Found materials, rusting, 24 × ",,,ca. 2015,1100
Available for sale from Priscilla Fowler Fine Art,3 Baad Sheep,Mick,,"Keith, and the Boys (ca. 2018), Mixed media",", ",,ca. 2018,4000
Available for sale from Priscilla Fowler Fine Art,David Baird,Harvest in Paradise,2020,"Wood, 28 × ",,,2020,5600
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stone #6,2020,"Wood, 12 × ",,,2020,750
Available for sale from Priscilla Fowler Fine Art,David Baird,Triangle Study #2 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Color Study #2 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Brian Hoover,Wing Commander Fuzzy Butt,2022,"Oil on board, 24 × ",,,2022,3000
Available for sale from Priscilla Fowler Fine Art,Don Lyle,Vessel #9,2018,"Wood, Stone, 24 × ",,,2018,1350
Available for sale from Priscilla Fowler Fine Art,Robert Mirek,Strands No. 509,2012,"Mixed media, 4 × ",, ,2012,1400
Available for sale from Priscilla Fowler Fine Art,David Baird,Tearing the Veil #8 (ca. 2019),,Mixed Media,", ",,ca. 2019,1200
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,Reflection (ca. 2021),,"Mixed Media, 12 × ",,,ca. 2021,325
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #6,2020,"Wood, 15 × ",,,2020,575
Available for sale from Priscilla Fowler Fine Art,David Baird,tearing the veil #9 (ca. 2020),,Ink/pencil on paper,", ",,ca. 2020,1450
Available for sale from Priscilla Fowler Fine Art,Ed Meese,The stand off (ca. 2022),,Acrylics,", ",,ca. 2022,375
